Date/Time,Power Produced (W)
03/04/19 14:35,761
03/04/19 14:40,553
03/04/19 14:45,463
03/04/19 14:50,680
03/04/19 14:55,729
03/04/19 15:00,724
03/04/19 15:05,594
03/04/19 15:10,617
03/04/19 15:15,654
03/04/19 15:20,622
03/04/19 15:25,571
03/04/19 15:30,553
03/04/19 15:35,523
03/04/19 15:40,467
03/04/19 15:45,448
03/04/19 15:50,301
03/04/19 15:55,392
03/04/19 16:00,463
03/04/19 16:05,390
03/04/19 16:10,338
03/04/19 16:15,330
03/04/19 16:20,367
03/04/19 16:25,371
03/04/19 16:30,364
03/04/19 16:35,359
03/04/19 16:40,333
03/04/19 16:45,322
03/04/19 16:50,246
03/04/19 16:55,226
03/04/19 17:00,226
03/04/19 17:05,204
03/04/19 17:10,196
03/04/19 17:15,196
03/04/19 17:20,148
03/04/19 17:25,131
03/04/19 17:30,131
03/04/19 17:35,87
03/04/19 17:40,71
03/04/19 17:45,71
03/04/19 17:50,48
03/04/19 17:55,39
03/04/19 18:00,39
03/04/19 18:05,24
03/04/19 18:10,19
03/04/19 18:15,19
03/04/19 18:20,5
03/04/19 18:25,0
03/04/19 18:30,0
03/04/19 18:35,0
03/04/19 18:40,0
03/04/19 18:45,0
03/04/19 18:50,0
03/04/19 18:55,0
03/04/19 19:00,0
03/04/19 19:05,0
03/04/19 19:10,0
03/04/19 19:15,0
03/04/19 19:20,0
03/04/19 19:25,0
03/04/19 19:30,0
03/04/19 19:35,0
03/04/19 19:40,0
03/04/19 19:45,0
03/04/19 19:50,0
03/04/19 19:55,0
03/04/19 20:00,0
03/04/19 20:05,0
03/04/19 20:10,0
03/04/19 20:15,0
03/04/19 20:20,0
03/04/19 20:25,0
03/04/19 20:30,0
03/04/19 20:35,0
03/04/19 20:40,0
03/04/19 20:45,0
03/04/19 20:50,0
03/04/19 20:55,0
03/04/19 21:00,0
03/04/19 21:05,0
03/04/19 21:10,0
03/04/19 21:15,0
03/04/19 21:20,0
03/04/19 21:25,0
03/04/19 21:30,0
03/04/19 21:35,0
03/04/19 21:40,0
03/04/19 21:45,0
03/04/19 21:50,0
03/04/19 21:55,0
03/04/19 22:00,0
03/04/19 22:05,0
03/04/19 22:10,0
03/04/19 22:15,0
03/04/19 22:20,0
03/04/19 22:25,0
03/04/19 22:30,0
03/04/19 22:35,0
03/04/19 22:40,0
03/04/19 22:45,0
03/04/19 22:50,0
03/04/19 22:55,0
03/04/19 23:00,0
03/04/19 23:05,0
03/04/19 23:10,0
03/04/19 23:15,0
03/04/19 23:20,0
03/04/19 23:25,0
03/04/19 23:30,0
03/04/19 23:35,0
03/04/19 23:40,0
03/04/19 23:45,0
03/04/19 23:50,0
03/04/19 23:55,0
04/04/19 0:00,0
04/04/19 0:05,0
04/04/19 0:10,0
04/04/19 0:15,0
04/04/19 0:20,0
04/04/19 0:25,0
04/04/19 0:30,0
04/04/19 0:35,0
04/04/19 0:40,0
04/04/19 0:45,0
04/04/19 0:50,0
04/04/19 0:55,0
04/04/19 1:00,0
04/04/19 1:05,0
04/04/19 1:10,0
04/04/19 1:15,0
04/04/19 1:20,0
04/04/19 1:25,0
04/04/19 1:30,0
04/04/19 1:35,0
04/04/19 1:40,0
04/04/19 1:45,0
04/04/19 1:50,0
04/04/19 1:55,0
04/04/19 2:00,0
04/04/19 2:05,0
04/04/19 2:10,0
04/04/19 2:15,0
04/04/19 2:20,0
04/04/19 2:25,0
04/04/19 2:30,0
04/04/19 2:35,0
04/04/19 2:40,0
04/04/19 2:45,0
04/04/19 2:50,0
04/04/19 2:55,0
04/04/19 3:00,0
04/04/19 3:05,0
04/04/19 3:10,0
04/04/19 3:15,0
04/04/19 3:20,0
04/04/19 3:25,0
04/04/19 3:30,0
04/04/19 3:35,0
04/04/19 3:40,0
04/04/19 3:45,0
04/04/19 3:50,0
04/04/19 3:55,0
04/04/19 4:00,0
04/04/19 4:05,0
04/04/19 4:10,0
04/04/19 4:15,0
04/04/19 4:20,0
04/04/19 4:25,0
04/04/19 4:30,0
04/04/19 4:35,0
04/04/19 4:40,0
04/04/19 4:45,0
04/04/19 4:50,0
04/04/19 4:55,0
04/04/19 5:00,0
04/04/19 5:05,0
04/04/19 5:10,0
04/04/19 5:15,0
04/04/19 5:20,0
04/04/19 5:25,0
04/04/19 5:30,0
04/04/19 5:35,0
04/04/19 5:40,0
04/04/19 5:45,0
04/04/19 5:50,0
04/04/19 5:55,0
04/04/19 6:00,0
04/04/19 6:05,0
04/04/19 6:10,0
04/04/19 6:15,0
04/04/19 6:20,3
04/04/19 6:25,8
04/04/19 6:30,8
04/04/19 6:35,14
04/04/19 6:40,22
04/04/19 6:45,22
04/04/19 6:50,34
04/04/19 6:55,50
04/04/19 7:00,50
04/04/19 7:05,66
04/04/19 7:10,85
04/04/19 7:15,85
04/04/19 7:20,105
04/04/19 7:25,129
04/04/19 7:30,129
04/04/19 7:35,156
04/04/19 7:40,190
04/04/19 7:45,190
04/04/19 7:50,215
04/04/19 7:55,246
04/04/19 8:00,246
04/04/19 8:05,274
04/04/19 8:10,313
04/04/19 8:15,313
04/04/19 8:20,341
04/04/19 8:25,382
04/04/19 8:30,382
04/04/19 8:35,402
04/04/19 8:40,434
04/04/19 8:45,434
04/04/19 8:50,457
04/04/19 8:55,489
04/04/19 9:00,489
04/04/19 9:05,512
04/04/19 9:10,553
04/04/19 9:15,553
04/04/19 9:20,574
04/04/19 9:25,606
04/04/19 9:30,606
04/04/19 9:35,626
04/04/19 9:40,657
04/04/19 9:45,657
04/04/19 9:50,678
04/04/19 9:55,700
04/04/19 10:00,700
04/04/19 10:05,716
04/04/19 10:10,741
04/04/19 10:15,741
04/04/19 10:20,759
04/04/19 10:25,787
04/04/19 10:30,787
04/04/19 10:35,802
04/04/19 10:40,825
04/04/19 10:45,825
04/04/19 10:50,834
04/04/19 10:55,846
04/04/19 11:00,846
04/04/19 11:05,852
04/04/19 11:10,868
04/04/19 11:15,868
04/04/19 11:20,869
04/04/19 11:25,876
04/04/19 11:30,876
04/04/19 11:35,879
04/04/19 11:40,887
04/04/19 11:45,887
04/04/19 11:50,890
04/04/19 11:55,891
04/04/19 12:00,891
04/04/19 12:05,893
04/04/19 12:10,902
04/04/19 12:15,902
04/04/19 12:20,903
04/04/19 12:25,901
04/04/19 12:30,901
04/04/19 12:35,903
04/04/19 12:40,907
04/04/19 12:45,907
04/04/19 12:50,911
04/04/19 12:55,912
04/04/19 13:00,912
04/04/19 13:05,910
04/04/19 13:10,907
04/04/19 13:15,907
04/04/19 13:20,903
04/04/19 13:25,889
04/04/19 13:30,889
04/04/19 13:35,877
04/04/19 13:40,854
04/04/19 13:45,854
04/04/19 13:50,853
04/04/19 13:55,845
04/04/19 14:00,845
04/04/19 14:05,836
04/04/19 14:10,818
04/04/19 14:15,818
04/04/19 14:20,807
04/04/19 14:25,782
04/04/19 14:30,782
04/04/19 14:35,776
04/04/19 14:40,763
04/04/19 14:45,763
04/04/19 14:50,747
04/04/19 14:55,711
04/04/19 15:00,711
04/04/19 15:05,695
04/04/19 15:10,663
04/04/19 15:15,663
04/04/19 15:20,652
04/04/19 15:25,626
04/04/19 15:30,626
04/04/19 15:35,612
04/04/19 15:40,573
04/04/19 15:45,573
04/04/19 15:50,554
04/04/19 15:55,502
04/04/19 16:00,502
04/04/19 16:05,484
04/04/19 16:10,441
04/04/19 16:15,441
04/04/19 16:20,428
04/04/19 16:25,400
04/04/19 16:30,400
04/04/19 16:35,383
04/04/19 16:40,332
04/04/19 16:45,332
04/04/19 16:50,312
04/04/19 16:55,249
04/04/19 17:00,249
04/04/19 17:05,232
04/04/19 17:10,175
04/04/19 17:15,175
04/04/19 17:20,161
04/04/19 17:25,116
04/04/19 17:30,116
04/04/19 17:35,99
04/04/19 17:40,42
04/04/19 17:45,42
04/04/19 17:50,37
04/04/19 17:55,22
04/04/19 18:00,22
04/04/19 18:05,21
04/04/19 18:10,18
04/04/19 18:15,18
04/04/19 18:20,14
04/04/19 18:25,0
04/04/19 18:30,0
04/04/19 18:35,0
04/04/19 18:40,0
04/04/19 18:45,0
04/04/19 18:50,0
04/04/19 18:55,0
04/04/19 19:00,0
04/04/19 19:05,0
04/04/19 19:10,0
04/04/19 19:15,0
04/04/19 19:20,0
04/04/19 19:25,0
04/04/19 19:30,0
04/04/19 19:35,0
04/04/19 19:40,0
04/04/19 19:45,0
04/04/19 19:50,0
04/04/19 19:55,0
04/04/19 20:00,0
04/04/19 20:05,0
04/04/19 20:10,0
04/04/19 20:15,0
04/04/19 20:20,0
04/04/19 20:25,0
04/04/19 20:30,0
04/04/19 20:35,0
04/04/19 20:40,0
04/04/19 20:45,0
04/04/19 20:50,0
04/04/19 20:55,0
04/04/19 21:00,0
04/04/19 21:05,0
04/04/19 21:10,0
04/04/19 21:15,0
04/04/19 21:20,0
04/04/19 21:25,0
04/04/19 21:30,0
04/04/19 21:35,0
04/04/19 21:40,0
04/04/19 21:45,0
04/04/19 21:50,0
04/04/19 21:55,0
04/04/19 22:00,0
04/04/19 22:05,0
04/04/19 22:10,0
04/04/19 22:15,0
04/04/19 22:20,0
04/04/19 22:25,0
04/04/19 22:30,0
04/04/19 22:35,0
04/04/19 22:40,0
04/04/19 22:45,0
04/04/19 22:50,0
04/04/19 22:55,0
04/04/19 23:00,0
04/04/19 23:05,0
04/04/19 23:10,0
04/04/19 23:15,0
04/04/19 23:20,0
04/04/19 23:25,0
04/04/19 23:30,0
04/04/19 23:35,0
04/04/19 23:40,0
04/04/19 23:45,0
04/04/19 23:50,0
04/04/19 23:55,0
05/04/19 0:00,0
05/04/19 0:05,0
05/04/19 0:10,0
05/04/19 0:15,0
05/04/19 0:20,0
05/04/19 0:25,0
05/04/19 0:30,0
05/04/19 0:35,0
05/04/19 0:40,0
05/04/19 0:45,0
05/04/19 0:50,0
05/04/19 0:55,0
05/04/19 1:00,0
05/04/19 1:05,0
05/04/19 1:10,0
05/04/19 1:15,0
05/04/19 1:20,0
05/04/19 1:25,0
05/04/19 1:30,0
05/04/19 1:35,0
05/04/19 1:40,0
05/04/19 1:45,0
05/04/19 1:50,0
05/04/19 1:55,0
05/04/19 2:00,0
05/04/19 2:05,0
05/04/19 2:10,0
05/04/19 2:15,0
05/04/19 2:20,0
05/04/19 2:25,0
05/04/19 2:30,0
05/04/19 2:35,0
05/04/19 2:40,0
05/04/19 2:45,0
05/04/19 2:50,0
05/04/19 2:55,0
05/04/19 3:00,0
05/04/19 3:05,0
05/04/19 3:10,0
05/04/19 3:15,0
05/04/19 3:20,0
05/04/19 3:25,0
05/04/19 3:30,0
05/04/19 3:35,0
05/04/19 3:40,0
05/04/19 3:45,0
05/04/19 3:50,0
05/04/19 3:55,0
05/04/19 4:00,0
05/04/19 4:05,0
05/04/19 4:10,0
05/04/19 4:15,0
05/04/19 4:20,0
05/04/19 4:25,0
05/04/19 4:30,0
05/04/19 4:35,0
05/04/19 4:40,0
05/04/19 4:45,0
05/04/19 4:50,0
05/04/19 4:55,0
05/04/19 5:00,0
05/04/19 5:05,0
05/04/19 5:10,0
05/04/19 5:15,0
05/04/19 5:20,0
05/04/19 5:25,0
05/04/19 5:30,0
05/04/19 5:35,0
05/04/19 5:40,0
05/04/19 5:45,0
05/04/19 5:50,0
05/04/19 5:55,0
05/04/19 6:00,0
05/04/19 6:05,0
05/04/19 6:10,0
05/04/19 6:15,0
05/04/19 6:20,0
05/04/19 6:25,13
05/04/19 6:30,13
05/04/19 6:35,13
05/04/19 6:40,23
05/04/19 6:45,24
05/04/19 6:50,24
05/04/19 6:55,52
05/04/19 7:00,53
05/04/19 7:05,53
05/04/19 7:10,86
05/04/19 7:15,87
05/04/19 7:20,87
05/04/19 7:25,129
05/04/19 7:30,131
05/04/19 7:35,131
05/04/19 7:40,163
05/04/19 7:45,165
05/04/19 7:50,165
05/04/19 7:55,203
05/04/19 8:00,204
05/04/19 8:05,204
05/04/19 8:10,290
05/04/19 8:15,297
05/04/19 8:20,297
05/04/19 8:25,357
05/04/19 8:30,361
05/04/19 8:35,361
05/04/19 8:40,413
05/04/19 8:45,418
05/04/19 8:50,418
05/04/19 8:55,454
05/04/19 9:00,458
05/04/19 9:05,458
05/04/19 9:10,519
05/04/19 9:15,525
05/04/19 9:20,525
05/04/19 9:25,583
05/04/19 9:30,589
05/04/19 9:35,589
05/04/19 9:40,634
05/04/19 9:45,638
05/04/19 9:50,638
05/04/19 9:55,680
05/04/19 10:00,682
05/04/19 10:05,682
05/04/19 10:10,712
05/04/19 10:15,714
05/04/19 10:20,714
05/04/19 10:25,747
05/04/19 10:30,748
05/04/19 10:35,748
05/04/19 10:40,772
05/04/19 10:45,773
05/04/19 10:50,773
05/04/19 10:55,794
05/04/19 11:00,793
05/04/19 11:05,793
05/04/19 11:10,803
05/04/19 11:15,803
05/04/19 11:20,803
05/04/19 11:25,823
05/04/19 11:30,827
05/04/19 11:35,827
05/04/19 11:40,835
05/04/19 11:45,836
05/04/19 11:50,836
05/04/19 11:55,847
05/04/19 12:00,848
05/04/19 12:05,848
05/04/19 12:10,848
05/04/19 12:15,848
05/04/19 12:20,848
05/04/19 12:25,863
05/04/19 12:30,860
05/04/19 12:35,860
05/04/19 12:40,879
05/04/19 12:45,880
05/04/19 12:50,880
05/04/19 12:55,850
05/04/19 13:00,838
05/04/19 13:05,838
05/04/19 13:10,838
05/04/19 13:15,840
05/04/19 13:20,840
05/04/19 13:25,826
05/04/19 13:30,820
05/04/19 13:35,820
05/04/19 13:40,777
05/04/19 13:45,768
05/04/19 13:50,768
05/04/19 13:55,805
05/04/19 14:00,811
05/04/19 14:05,811
05/04/19 14:10,405
05/04/19 14:15,303
05/04/19 14:20,303
05/04/19 14:25,631
05/04/19 14:30,718
05/04/19 14:35,718
05/04/19 14:40,707
05/04/19 14:45,709
05/04/19 14:50,709
05/04/19 14:55,650
05/04/19 15:00,634
05/04/19 15:05,634
05/04/19 15:10,509
05/04/19 15:15,476
05/04/19 15:20,476
05/04/19 15:25,595
05/04/19 15:30,631
05/04/19 15:35,631
05/04/19 15:40,548
05/04/19 15:45,522
05/04/19 15:50,522
05/04/19 15:55,421
05/04/19 16:00,389
05/04/19 16:05,389
05/04/19 16:10,439
05/04/19 16:15,452
05/04/19 16:20,452
05/04/19 16:25,316
05/04/19 16:30,270
05/04/19 16:35,270
05/04/19 16:40,193
05/04/19 16:45,167
05/04/19 16:50,167
05/04/19 16:55,200
05/04/19 17:00,210
05/04/19 17:05,210
05/04/19 17:10,170
05/04/19 17:15,155
05/04/19 17:20,155
05/04/19 17:25,110
05/04/19 17:30,93
05/04/19 17:35,93
05/04/19 17:40,61
05/04/19 17:45,49
05/04/19 17:50,49
05/04/19 17:55,37
05/04/19 18:00,32
05/04/19 18:05,32
05/04/19 18:10,18
05/04/19 18:15,12
05/04/19 18:20,12
05/04/19 18:25,3
05/04/19 18:30,0
05/04/19 18:35,0
05/04/19 18:40,0
05/04/19 18:45,0
05/04/19 18:50,0
05/04/19 18:55,0
05/04/19 19:00,0
05/04/19 19:05,0
05/04/19 19:10,0
05/04/19 19:15,0
05/04/19 19:20,0
05/04/19 19:25,0
05/04/19 19:30,0
05/04/19 19:35,0
05/04/19 19:40,0
05/04/19 19:45,0
05/04/19 19:50,0
05/04/19 19:55,0
05/04/19 20:00,0
05/04/19 20:05,0
05/04/19 20:10,0
05/04/19 20:15,0
05/04/19 20:20,0
05/04/19 20:25,0
05/04/19 20:30,0
05/04/19 20:35,0
05/04/19 20:40,0
05/04/19 20:45,0
05/04/19 20:50,0
05/04/19 20:55,0
05/04/19 21:00,0
05/04/19 21:05,0
05/04/19 21:10,0
05/04/19 21:15,0
05/04/19 21:20,0
05/04/19 21:25,0
05/04/19 21:30,0
05/04/19 21:35,0
05/04/19 21:40,0
05/04/19 21:45,0
05/04/19 21:50,0
05/04/19 21:55,0
05/04/19 22:00,0
05/04/19 22:05,0
05/04/19 22:10,0
05/04/19 22:15,0
05/04/19 22:20,0
05/04/19 22:25,0
05/04/19 22:30,0
05/04/19 22:35,0
05/04/19 22:40,0
05/04/19 22:45,0
05/04/19 22:50,0
05/04/19 22:55,0
05/04/19 23:00,0
05/04/19 23:05,0
05/04/19 23:10,0
05/04/19 23:15,0
05/04/19 23:20,0
05/04/19 23:25,0
05/04/19 23:30,0
05/04/19 23:35,0
05/04/19 23:40,0
05/04/19 23:45,0
05/04/19 23:50,0
05/04/19 23:55,0
06/04/19 0:00,0
06/04/19 0:05,0
06/04/19 0:10,0
06/04/19 0:15,0
06/04/19 0:20,0
06/04/19 0:25,0
06/04/19 0:30,0
06/04/19 0:35,0
06/04/19 0:40,0
06/04/19 0:45,0
06/04/19 0:50,0
06/04/19 0:55,0
06/04/19 1:00,0
06/04/19 1:05,0
06/04/19 1:10,0
06/04/19 1:15,0
06/04/19 1:20,0
06/04/19 1:25,0
06/04/19 1:30,0
06/04/19 1:35,0
06/04/19 1:40,0
06/04/19 1:45,0
06/04/19 1:50,0
06/04/19 1:55,0
06/04/19 2:00,0
06/04/19 2:05,0
06/04/19 2:10,0
06/04/19 2:15,0
06/04/19 2:20,0
06/04/19 2:25,0
06/04/19 2:30,0
06/04/19 2:35,0
06/04/19 2:40,0
06/04/19 2:45,0
06/04/19 2:50,0
06/04/19 2:55,0
06/04/19 3:00,0
06/04/19 3:05,0
06/04/19 3:10,0
06/04/19 3:15,0
06/04/19 3:20,0
06/04/19 3:25,0
06/04/19 3:30,0
06/04/19 3:35,0
06/04/19 3:40,0
06/04/19 3:45,0
06/04/19 3:50,0
06/04/19 3:55,0
06/04/19 4:00,0
06/04/19 4:05,0
06/04/19 4:10,0
06/04/19 4:15,0
06/04/19 4:20,0
06/04/19 4:25,0
06/04/19 4:30,0
06/04/19 4:35,0
06/04/19 4:40,0
06/04/19 4:45,0
06/04/19 4:50,0
06/04/19 4:55,0
06/04/19 5:00,0
06/04/19 5:05,0
06/04/19 5:10,0
06/04/19 5:15,0
06/04/19 5:20,0
06/04/19 5:25,0
06/04/19 5:30,0
06/04/19 5:35,0
06/04/19 5:40,0
06/04/19 5:45,0
06/04/19 5:50,0
06/04/19 5:55,0
06/04/19 6:00,0
06/04/19 6:05,0
06/04/19 6:10,0
06/04/19 6:15,0
06/04/19 6:20,1
06/04/19 6:25,9
06/04/19 6:30,20
06/04/19 6:35,20
06/04/19 6:40,22
06/04/19 6:45,25
06/04/19 6:50,25
06/04/19 6:55,40
06/04/19 7:00,59
06/04/19 7:05,59
06/04/19 7:10,75
06/04/19 7:15,94
06/04/19 7:20,94
06/04/19 7:25,114
06/04/19 7:30,139
06/04/19 7:35,139
06/04/19 7:40,165
06/04/19 7:45,199
06/04/19 7:50,199
06/04/19 7:55,228
06/04/19 8:00,263
06/04/19 8:05,263
06/04/19 8:10,288
06/04/19 8:15,322
06/04/19 8:20,322
06/04/19 8:25,347
06/04/19 8:30,381
06/04/19 8:35,381
06/04/19 8:40,404
06/04/19 8:45,431
06/04/19 8:50,431
06/04/19 8:55,461
06/04/19 9:00,500
06/04/19 9:05,500
06/04/19 9:10,521
06/04/19 9:15,551
06/04/19 9:20,551
06/04/19 9:25,570
06/04/19 9:30,596
06/04/19 9:35,596
06/04/19 9:40,610
06/04/19 9:45,632
06/04/19 9:50,632
06/04/19 9:55,648
06/04/19 10:00,670
06/04/19 10:05,670
06/04/19 10:10,689
06/04/19 10:15,718
06/04/19 10:20,718
06/04/19 10:25,733
06/04/19 10:30,756
06/04/19 10:35,756
06/04/19 10:40,757
06/04/19 10:45,759
06/04/19 10:50,759
06/04/19 10:55,763
06/04/19 11:00,769
06/04/19 11:05,769
06/04/19 11:10,784
06/04/19 11:15,808
06/04/19 11:20,808
06/04/19 11:25,815
06/04/19 11:30,826
06/04/19 11:35,826
06/04/19 11:40,827
06/04/19 11:45,820
06/04/19 11:50,820
06/04/19 11:55,827
06/04/19 12:00,829
06/04/19 12:05,829
06/04/19 12:10,828
06/04/19 12:15,827
06/04/19 12:20,827
06/04/19 12:25,823
06/04/19 12:30,808
06/04/19 12:35,808
06/04/19 12:40,804
06/04/19 12:45,790
06/04/19 12:50,790
06/04/19 12:55,800
06/04/19 13:00,805
06/04/19 13:05,805
06/04/19 13:10,797
06/04/19 13:15,775
06/04/19 13:20,775
06/04/19 13:25,768
06/04/19 13:30,754
06/04/19 13:35,754
06/04/19 13:40,761
06/04/19 13:45,773
06/04/19 13:50,773
06/04/19 13:55,780
06/04/19 14:00,793
06/04/19 14:05,793
06/04/19 14:10,780
06/04/19 14:15,753
06/04/19 14:20,753
06/04/19 14:25,746
06/04/19 14:30,724
06/04/19 14:35,724
06/04/19 14:40,715
06/04/19 14:45,688
06/04/19 14:50,688
06/04/19 14:55,674
06/04/19 15:00,634
06/04/19 15:05,634
06/04/19 15:10,595
06/04/19 15:15,486
06/04/19 15:20,486
06/04/19 15:25,486
06/04/19 15:30,484
06/04/19 15:35,484
06/04/19 15:40,490
06/04/19 15:45,501
06/04/19 15:50,501
06/04/19 15:55,489
06/04/19 16:00,449
06/04/19 16:05,449
06/04/19 16:10,436
06/04/19 16:15,399
06/04/19 16:20,399
06/04/19 16:25,384
06/04/19 16:30,341
06/04/19 16:35,341
06/04/19 16:40,326
06/04/19 16:45,277
06/04/19 16:50,277
06/04/19 16:55,259
06/04/19 17:00,203
06/04/19 17:05,203
06/04/19 17:10,189
06/04/19 17:15,142
06/04/19 17:20,142
06/04/19 17:25,128
06/04/19 17:30,84
06/04/19 17:35,84
06/04/19 17:40,76
06/04/19 17:45,49
06/04/19 17:50,49
06/04/19 17:55,45
06/04/19 18:00,30
06/04/19 18:05,30
06/04/19 18:10,25
06/04/19 18:15,11
06/04/19 18:20,11
06/04/19 18:25,8
06/04/19 18:30,0
06/04/19 18:35,0
06/04/19 18:40,0
06/04/19 18:45,0
06/04/19 18:50,0
06/04/19 18:55,0
06/04/19 19:00,0
06/04/19 19:05,0
06/04/19 19:10,0
06/04/19 19:15,0
06/04/19 19:20,0
06/04/19 19:25,0
06/04/19 19:30,0
06/04/19 19:35,0
06/04/19 19:40,0
06/04/19 19:45,0
06/04/19 19:50,0
06/04/19 19:55,0
06/04/19 20:00,0
06/04/19 20:05,0
06/04/19 20:10,0
06/04/19 20:15,0
06/04/19 20:20,0
06/04/19 20:25,0
06/04/19 20:30,0
06/04/19 20:35,0
06/04/19 20:40,0
06/04/19 20:45,0
06/04/19 20:50,0
06/04/19 20:55,0
06/04/19 21:00,0
06/04/19 21:05,0
06/04/19 21:10,0
06/04/19 21:15,0
06/04/19 21:20,0
06/04/19 21:25,0
06/04/19 21:30,0
06/04/19 21:35,0
06/04/19 21:40,0
06/04/19 21:45,0
06/04/19 21:50,0
06/04/19 21:55,0
06/04/19 22:00,0
06/04/19 22:05,0
06/04/19 22:10,0
06/04/19 22:15,0
06/04/19 22:20,0
06/04/19 22:25,0
06/04/19 22:30,0
06/04/19 22:35,0
06/04/19 22:40,0
06/04/19 22:45,0
06/04/19 22:50,0
06/04/19 22:55,0
06/04/19 23:00,0
06/04/19 23:05,0
06/04/19 23:10,0
06/04/19 23:15,0
06/04/19 23:20,0
06/04/19 23:25,0
06/04/19 23:30,0
06/04/19 23:35,0
06/04/19 23:40,0
06/04/19 23:45,0
06/04/19 23:50,0
06/04/19 23:55,0
07/04/19 0:00,0
07/04/19 0:05,0
07/04/19 0:10,0
07/04/19 0:15,0
07/04/19 0:20,0
07/04/19 0:25,0
07/04/19 0:30,0
07/04/19 0:35,0
07/04/19 0:40,0
07/04/19 0:45,0
07/04/19 0:50,0
07/04/19 0:55,0
